gene BB9 BB10 BB17 BB19 BB20 BB21 BB11 BB12 BB18
agaV.t01	65.2026	75.1111	33.7815	46.169	59.3625	76.6805	85.9429	92.9025	67.8494	474	67.0002
agp.t01	145.898	156.017	211.929	461.35	413.742	281.404	193.085	78.3533	129.036	1242	230.09
agrA.r01	89.7922	66.5183	94.2413	27.8424	33.4974	86.5395	59.872	130.876	72.3903	84	73.5077
agrB.r01	78.842	64.8127	89.9576	35.7974	75.3692	30.2201	59.872	123.199	109.39	84	74.1622
ahpC.t01	3931.86	4036.08	6213.77	6817.24	6381.53	2983.67	3791.85	671.718	2310.36	564	4126.45
ahpF.t01	230.171	231.693	300.433	387.02	325.557	234.235	238.884	105.361	179.999	1566	248.15
ahr.t01	62.4638	55.763	55.3856	65.5115	73.6205	70.4759	81.1912	93.2691	87.8336	1020	71.7238
aidB.t01	65.3568	60.9736	49.4601	80.445	69.5443	95.3034	77.4286	105.723	94.9058	1626	77.6823
ais.t01	41.898	28.2739	43.2632	32.6906	35.289	44.7766	56.0196	59.838	44.3706	603	42.9355
alaA.t01	88.2567	101.513	107.388	113.838	91.8292	87.3447	68.8184	64.9716	70.116	1218	88.2306
alaC.t01	64.4891	60.6499	73.1858	57.3027	52.943	46.0054	58.7896	60.9954	64.347	1239	59.8564
alaE.t01	59.8226	59.2184	67.9679	95.7778	80.8963	77.6932	49.1749	62.645	63.06	450	68.4729
alaS.t01	223.68	230.343	392.996	197.976	198.655	138.674	142.505	93.0705	136.053	2631	194.884
alaT.r01	807.669	891.669	1351.73	1329.84	1073.68	642.214	856.958	327.69	476.506	76	861.995
alaU.r01	0	0	0	0	0	0	0	0	0	76	0
alaV.r01	0	0	0	0	0	0	0	0	0	76	0
alaW.r01	696.322	1090.55	1919.88	1439.74	1293.51	830.475	1099.6	554.771	926.342	76	1094.58
alaX.r01	0	0	0	0	0	0	0	0	0	76	0
aldA.t01	169.273	176.849	309.854	873.091	808.963	534.622	699.671	179.345	388.682	1440	460.039
aldB.t01	107.462	103.799	86.7427	95.9559	94.8441	121.909	150.485	154.38	140.133	1539	117.301
alkA.t01	44.2035	43.1161	30.3037	41.7144	46.3993	47.0242	46.6988	62.5741	51.7277	849	45.9735
alkB.t01	47.0979	47.2066	44.7715	55.4282	56.9997	59.3768	50.9878	60.0487	55.0063	651	52.9915
allA.t01	60.6867	67.779	78.224	108.948	130.713	95.5577	71.6729	81.5075	77.2164	483	85.8117
allB.t01	63.7978	72.6344	51.1213	59.1191	59.5244	79.1266	61.5425	81.19	65.084	1362	65.9044
allC.t01	88.0629	95.5715	68.2688	58.2528	76.975	82.992	58.1863	75.8019	80.9023	1236	76.1126
allD.t01	62.8984	69.9295	46.6066	56.4803	45.054	71.7591	64.582	75.8935	72.4547	1050	62.8509
allE.t01	71.7758	83.5743	66.3809	55.2597	46.5384	81.328	58.5466	78.3337	53.8108	786	66.172
allR.t01	86.271	78.1315	74.3032	100.11	88.1463	91.3472	63.7901	66.9864	80.9778	816	81.1181
allS.t01	69.3919	77.3536	61.5244	74.787	69.8134	93.6033	68.7204	79.5038	66.3253	927	73.447
alpA.t01	40.3052	35.9857	14.3594	20.3916	11.559	33.0448	28.7273	43.2512	41.2364	213	29.8734
alr.t01	84.9984	75.6812	83.9604	68.5232	70.8331	81.9454	87.5462	83.7371	94.2147	1080	81.2711
alsA.t01	88.6822	77.8501	61.028	53.1784	54.8348	72.8595	84.5863	113.759	87.5295	1533	77.1453
alsB.t01	88.1825	85.9469	81.6922	61.396	49.9777	73.1024	87.1343	112.958	105.1	936	82.8322
alsC.t01	76.3862	65.6473	60.8887	41.5507	60.2339	86.6865	66.1339	101.078	84.9892	981	71.5105
alsE.t01	72.599	75.0316	74.9646	48.2441	51.0403	69.961	72.7411	103.994	111.831	696	75.6007
alsK.t01	59.739	64.7797	51.4596	56.044	61.2679	64.3928	68.4987	90.5071	68.872	930	65.0623
alsR.t01	96.972	92.2172	80.5681	72.559	58.8179	94.1477	99.4373	119.766	111.015	891	91.7222
alx.t01	75.8584	78.9025	72.264	45.8275	48.9718	65.2182	79.9161	106.367	96.6603	966	74.4428
amiA.t01	104.176	109.841	125.527	107.721	98.0378	97.6139	81.2195	73.7353	71.292	870	96.5737
amiB.t01	91.2032	86.4119	93.1847	102.38	112.509	106.676	107.689	109.568	117.758	1338	103.042
amiC.t01	76.5297	74.7199	62.1238	68.3404	76.8518	89.2539	83.9545	95.2106	97.6288	1254	80.5126
amiD.t01	51.8761	55.9461	51.3115	104.535	99.676	57.9013	67.1777	53.3608	73.337	831	68.3468
amn.t01	134.359	133.177	183.872	229.398	187.344	141.715	111.473	79.4196	108.474	1455	145.47
ampC.t01	118.047	112.254	131.208	101.058	131.353	121.695	100.008	107.913	96.5204	1134	113.339
ampD.t01	84.5393	112.903	144.714	166.146	140.498	128.764	140.916	82.9459	86.6586	552	120.898
ampE.t01	49.0572	41.2216	45.8731	39.4678	56.358	52.4972	45.0966	68.9232	60.3733	855	50.9853
ampG.t01	95.4721	101.871	118.481	95.6375	73.7522	89.2756	66.7841	80.495	93.0154	1476	90.5315
ampH.t01	72.3361	79.9864	114.661	71.4092	54.672	80.81	82.4455	86.6888	75.1493	1158	79.7954
amtB.t01	54.3651	51.8756	45.1535	76.8424	67.7757	82.3929	57.7693	69.6008	66.4619	1287	63.5819
amyA.t01	67.0498	60.2736	50.4198	268.993	258.001	168.116	97.5656	65.668	94.2631	1488	125.595
anmK.t01	64.4152	55.6947	65.9689	57.0393	71.1368	71.2067	67.8873	51.5402	53.321	1110	62.0233
ansA.t01	166.177	185.744	271.73	168.533	184.853	134.901	90.9089	58.4274	98.7223	1017	151.111
ansB.t01	71.1611	83.4717	57.3941	40.3675	51.7339	65.7931	97.7509	108.11	111.252	1047	76.3371
ansP.t01	49.7522	44.366	40.6608	40.984	41.7378	67.3085	50.069	64.6104	62.5195	1500	51.3342
apaG.t01	311.799	379.969	586.866	698.711	675.997	395.304	319.096	121.29	273.832	378	418.096
apaH.t01	81.1074	94.5788	109.486	119.494	102.847	90.2009	81.5339	79.6669	94.0931	843	94.7786
apbE.t01	59.6375	64.7837	56.3939	61.3798	50.2937	68.5104	53.1024	64.7027	61.2941	1056	60.0109
aphA.t01	114.226	97.4198	122.211	102.245	94.581	99.0639	151.558	102.017	116.582	714	111.1
appA.t01	42.9581	52.2236	48.753	42.9532	38.5839	51.253	50.5248	53.19	44.9389	1299	47.2643
appY.t01	52.1642	63.9941	60.6914	43.8796	55.8067	70.9239	52.5277	72.3079	45.7636	750	57.5621
apt.t01	154.637	144.828	185.456	128.014	120.108	86.9575	82.3023	85.1712	98.1641	552	120.626
aqpZ.t01	48.5462	50.4328	36.7068	38.6433	34.6164	33.1569	33.1189	51.8424	43.6838	696	41.1942
araA.t01	49.0817	54.0957	57.4579	48.6825	53.3552	52.511	55.8806	75.0036	75.2513	1503	57.9244
araB.t01	56.7431	55.632	29.933	44.98	38.0465	44.7027	57.8516	72.8624	63.1554	1701	51.5452
araC.t01	95.7146	110.101	111.961	108.709	104.236	70.098	156.294	85.4873	99.617	879	104.691
araD.t01	44.5815	42.8164	45.4958	39.6034	42.702	49.238	51.6654	73.1971	64.0696	696	50.3743
araE.t01	76.4034	70.2721	57.8163	61.6889	54.7786	69.3617	73.7789	102.469	84.2768	1419	72.3162
araF.t01	41.3765	49.0592	30.5311	44.3791	31.0866	46.3875	49.8692	59.2144	60.3302	990	45.8037
araG.t01	57.5168	54.5656	58.5466	60.8673	56.0667	63.1386	51.399	57.302	52.9811	1515	56.9315
araH.t01	59.0849	53.9259	45.5712	53.823	66.8167	68.9744	55.9655	63.7191	70.3709	987	59.8057
araJ.t01	78.5019	84.5113	57.087	63.1564	57.2849	85.2006	73.0691	90.337	82.4456	1185	74.6215
arcA.t01	264.358	329.602	513.398	890.491	870.478	574.355	543.959	199.454	358.081	717	504.908
arcB.t01	94.4357	93.2759	125.948	115.73	116.639	104.326	100.069	86.6194	86.9056	2337	102.661
arcZ.r01	53.2129	75.1873	77.3189	82.8369	72.6701	71.5202	89.3627	54.0569	52.488	121	69.8504
arfA.t01	73.0818	120.046	120.765	193.753	153.377	158.59	217.781	133.63	157.342	219	147.596
arfB.t01	44.2153	44.8778	67.2023	77.4058	76.9134	68.4678	71.1387	51.5436	52.3903	423	61.5728
argA.t01	69.378	75.1308	54.7039	50.5427	59.6767	75.8845	77.9055	103.814	92.3176	1332	73.2615
argB.t01	40.7232	31.3461	37.5113	47.2998	43.2298	43.9566	55.5569	64.4204	63.4774	777	47.5024
argC.t01	48.9962	35.0691	33.6558	60.5053	66.4949	60.8503	56.1308	72.6612	55.9338	1005	54.4775
argD.t01	67.298	65.4749	81.0428	72.1029	74.3199	77.9635	82.5851	94.5143	90.9711	1221	78.4747
argE.t01	78.4617	73.4384	92.3002	111.805	99.3801	91.4474	85.8581	78.9034	89.382	1152	88.9973
argF.t01	48.4471	52.675	35.446	42.2207	44.6216	48.5654	51.0431	66.7334	54.3204	1005	49.3414
argG.t01	78.6595	79.4169	89.1544	161.461	173.768	132.213	121.428	96.9004	98.7324	1344	114.637
argH.t01	45.7903	35.1919	27.2361	42.1891	38.0137	45.5161	57.4667	57.5502	47.8949	1374	44.0944
argI.t01	62.2368	61.0859	38.8473	40.5585	56.5207	76.6943	67.4737	91.1778	84.842	1005	64.3819
argK.t01	71.0492	69.909	60.6943	42.6022	40.0809	59.0832	77.9298	97.5823	81.8098	996	66.749
argO.t01	78.0018	78.3932	71.0042	66.9793	67.1924	69.667	77.8901	106.079	85.624	636	77.8701
argP.t01	106.798	106.331	108.07	102.774	102.094	78.86	90.5715	110.399	116.537	894	102.493
argQ.r01	0	0	0	0	0	0	0	0	0	77	0
argR.t01	628.578	734.602	1064.59	970.05	971.906	576.93	983.427	260.793	489.447	471	742.258
argS.t01	145.701	165.29	272.882	173.798	165.314	127.763	92.7153	67.3848	98.1904	1734	145.449
argT.t01	57.0925	55.3503	75.5965	221.459	229.541	153.406	173.744	76.6336	109.587	783	128.045
argU.r01	350.409	506.098	964.999	765.847	940.973	557.449	449.584	137.589	324.66	77	555.29
argV.r01	1370.58	1561.09	2738.45	2490.63	1971.02	1165.85	1004.76	344.97	823.056	77	1496.71
argW.r01	300.884	494.76	1000.33	518.982	447.861	392.312	130.76	79.8417	122.517	75	387.583
argX.r01	183.168	219.557	310.762	351.465	372.278	278.725	170.907	144.369	208.835	77	248.896
argY.r01	0	0	0	0	0	0	0	0	0	77	0
argZ.r01	0	0	0	0	0	0	0	0	0	77	0
ariR.t01	39.503	31.9273	10.7814	32.5349	27.005	34.5726	37.9862	33.0086	24.7989	267	30.2353
arnA.t01	43.8806	48.407	34.7491	61.6661	53.9202	60.3987	55.5001	53.6273	54.8555	1983	51.8894
arnB.t01	48.6269	41.85	52.5542	75.0279	68.4934	58.4015	59.4098	58.6152	49.5472	1140	56.9474
arnC.t01	55.626	51.7488	50.8738	82.0618	86.3881	87.76	55.794	56.6314	43.6484	969	63.3925
arnD.t01	41.3628	39.0737	27.4618	40.873	48.357	54.7792	37.63	50.3879	45.1945	891	42.7911
arnE.t01	38.326	39.2288	45.5142	61.651	36.6378	39.1488	33.678	42.681	40.619	336	41.9427
arnF.t01	96.4982	151.6	278.938	217.991	259.475	125.225	221.789	74.5094	111.036	387	170.785
arnT.t01	44.5536	40.0429	37.8769	35.6746	41.9174	49.9796	45.3332	52.3324	53.0541	1653	44.5294
aroA.t01	70.3478	75.4847	79.4485	69.2157	55.6073	61.1078	53.7263	48.9325	58.8294	1284	63.6333
aroB.t01	136.326	134.653	180.08	185.156	176.185	132.763	151.016	118.66	160.938	1089	152.864
aroC.t01	67.5327	79.4847	96.0873	102.909	82.7488	65.0241	60.5887	53.782	74.7811	1086	75.8821
aroD.t01	50.6569	44.8309	52.8604	44.9	37.304	41.6545	35.4499	53.4463	33.6486	759	43.8613
aroE.t01	60.7225	53.7045	77.3262	91.9921	92.9769	58.0452	62.1236	52.9429	69.9567	819	68.8656
aroF.t01	56.7983	41.8708	71.5629	50.6934	56.6501	46.4345	42.8105	47.6825	46.5569	1071	51.2289
aroG.t01	190.778	201.776	310.452	308.884	312.309	181.133	226.945	86.2342	174.91	1053	221.491
aroH.t01	91.953	88.0558	108.087	102.913	121.104	70.9728	69.4104	69.1598	148.938	1047	96.7327
aroK.t01	162.349	154.386	214.726	207.058	205.509	147.438	143.716	120.892	152.99	522	167.674
aroL.t01	77.7907	93.6032	76.4211	107.233	77.0441	100.221	117.828	96.044	116.082	525	95.8075
aroM.t01	84.6563	89.3854	83.3235	95.1076	73.4053	98.027	81.8428	90.5398	71.7497	678	85.3375
aroP.t01	55.3857	50.3636	51.9842	63.8308	61.9483	66.5947	74.121	71.1164	71.4982	1374	62.9826
arpA.t01	46.9655	41.173	23.9393	34.5261	38.9195	49.4888	57.8735	61.1078	39.3585	2187	43.7058
arrS.r01	55.1005	61.2532	117.336	46.0005	35.6821	26.7562	91.1096	71.6528	33.2926	69	59.7982
arsB.t01	112.043	108.175	87.4471	80.0307	81.5234	94.0083	105.393	140.092	118.054	1290	102.974
arsC.t01	102.922	117.038	96.2926	100.389	105.269	108.344	117.074	154.623	128.467	426	114.491
arsR.t01	114.328	98.1442	58.447	62.2915	63.5884	76.598	109.63	139.142	112.225	354	92.7105
artI.t01	84.5265	81.8128	107.408	254.689	269.798	133.514	100.883	63.3465	101.162	732	133.016
artJ.t01	76.1493	82.4	77.1767	89.2326	99.4627	74.8748	57.1402	61.9201	56.6728	732	75.0032
artM.t01	54.6302	51.7186	61.3164	62.6766	60.9864	50.3628	49.3653	51.5478	59.7879	669	55.8213
artP.t01	127.606	133.149	195.71	344.421	332.907	197.533	131.998	63.2702	119.558	729	182.906
artQ.t01	54.3085	58.1473	54.9532	89.7014	94.6758	56.3251	60.7906	58.6328	75.574	717	67.0121
ascB.t01	54.9527	62.4859	49.1137	49.9405	49.3646	62.6728	58.057	80.3374	68.6548	1425	59.5088
ascF.t01	52.1948	57.1411	42.5725	46.6331	43.4226	58.247	55.8806	78.7507	63.301	1458	55.3493
ascG.t01	80.7309	76.8076	114.249	74.3565	93.4101	82.5164	78.8463	87.5689	93.1599	1011	86.8495
asd.t01	116.7	109.399	93.2169	137.699	122.816	127.719	141.599	128.146	160.343	1104	126.404
aslA.t01	46.2874	37.1586	35.6354	46.3031	46.5141	50.7252	64.131	86.3951	58.5068	1656	52.4063
aslB.t01	58.1463	39.237	26.0557	38.2495	45.1036	44.8101	71.6139	83.3796	61.8793	1236	52.0528
asmA.t01	67.7051	62.3233	74.5279	71.4531	70.4774	71.1982	72.4729	67.3464	60.9318	1854	68.7151
asnA.t01	61.1363	45.8811	34.606	57.7036	58.7976	50.3143	90.9958	93.7022	99.7475	993	65.8761
asnB.t01	60.9164	61.7396	59.8637	50.2668	59.4655	58.8364	48.7319	56.7505	58.0282	1665	57.1777
asnC.t01	95.2554	103.161	123.471	121.196	122.988	99.5487	86.1948	94.6674	76.8378	459	102.591
asnS.t01	168.514	167.864	305.124	165.147	150.505	95.6196	75.5644	59.181	90.3751	1401	141.988
asnT.r01	0	0	0	0	0	0	0	0	0	76	0
asnU.r01	0	0	0	0	0	0	0	0	0	76	0
asnV.r01	159.759	146.098	134.936	123.093	199.001	144.232	162.127	198.392	131.573	76	155.468
asnW.r01	0	0	0	0	0	0	0	0	0	76	0
aspA.t01	483.958	461.217	879.794	608.929	595.017	386.306	780.636	204.445	328.559	1437	525.429
aspC.t01	313.867	339.59	493.218	513.086	512.523	279.697	234.501	90.1913	243.935	1191	335.623
aspS.t01	263.479	260.682	404.987	283.512	276.34	163.415	112.092	68.8816	128.955	1773	218.038
aspT.r01	1072.73	1144.3	1885.6	1603.29	1749.48	900.61	1866.92	535.203	1212.65	77	1330.09
aspU.r01	0	0	0	0	0	0	0	0	0	77	0
aspV.r01	0	0	0	0	0	0	0	0	0	77	0
asr.t01	63.7029	59.8119	40.7575	75.6881	65.4501	84.3923	52.6254	59.0316	52.0398	309	61.4999
astA.t01	41.592	37.2364	26.2485	213.378	204.747	141.139	126.744	61.209	105.883	1035	106.464
astB.t01	37.094	35.178	33.1986	104.782	127.316	76.8381	53.573	48.5073	67.8659	1344	64.9281
astC.t01	37.1646	35.6709	24.6076	445.068	439.294	280.48	218.305	77.8146	215.807	1221	197.135
astD.t01	33.2521	34.7762	14.4759	79.1786	66.7061	59.7604	49.4764	43.9343	58.9303	1479	48.9434
astE.t01	36.8942	30.7536	27.665	121.541	133.393	92.8803	56.1401	43.0044	56.199	969	66.4968
atoA.t01	41.9172	49.9575	23.4912	33.8728	45.3836	46.2607	34.2494	57.8317	50.0246	651	42.5543
atoB.t01	41.8125	49.3889	27.3289	53.9931	28.0488	56.3785	45.9777	59.3695	65.7968	1185	47.5661
atoC.t01	71.1436	64.606	85.5441	63.1576	77.2725	78.3392	74.8098	64.0311	73.7065	1386	72.5123
atoD.t01	48.0953	42.6785	27.4079	34.7715	42.7054	62.653	46.525	59.703	42.1895	663	45.1921
atoE.t01	44.3109	45.8616	32.9096	43.6892	38.5486	50.2361	51.8891	63.5057	50.0476	1323	46.7776
atoS.t01	59.8111	58.4216	64.6001	61.2624	58.6205	55.3878	72.764	71.5016	66.0481	1827	63.1575
atpA.t01	2294.27	2415.11	3861.76	3199.93	2972.31	1379.99	2272.73	594.491	1946.92	1542	2326.39
atpB.t01	352.899	333.683	566.203	434.423	402.8	247.882	331.893	170.89	365.808	816	356.276
atpC.t01	114.613	106.6	80.1051	139.61	154.088	111.814	209.951	103.092	132.876	420	128.083
atpD.t01	460.953	441.569	770.396	791.908	599.175	315.372	544.684	200.903	487.362	1383	512.48
atpE.t01	1924.22	1427.03	2261.68	1770.78	1943.27	866.837	1041.47	379.632	2169.38	240	1531.59
atpF.t01	5419.73	4429.82	5965.47	5595.43	5662.67	2460.83	2224.54	805.067	3649.05	471	4023.62
atpG.t01	446.355	514.214	762.973	668.024	654.596	327.194	801.44	240.051	510.33	864	547.242
atpH.t01	9170.21	9693.82	13866.3	12043.6	10629.1	5024.91	7841.64	1602.87	5746.76	534	8402.12
atpI.t01	170.284	198.736	333.386	334.986	304.642	165.962	252.122	147.577	258.199	381	240.655
avtA.t01	209.393	203.48	256.53	314.659	289.597	223.319	288.894	197.596	260.236	1254	249.3
azoR.t01	66.3811	74.7086	82.8322	54.5821	60.3617	77.6856	53.5291	65.4199	66.2264	606	66.8585
azuC.t01	40.1762	36.2293	41.3598	51.8445	28.2996	42.4408	40.4652	39.5326	65.2345	87	42.8425
bacA.t01	102.053	95.4264	77.7006	64.4236	85.1495	87.7326	99.2186	117.641	108.004	822	93.0388
baeR.t01	207.543	250.079	360.826	210.724	207.726	159.434	118.369	76.3674	112.514	723	189.287
baeS.t01	48.7428	43.726	34.8554	33.5537	43.7149	45.4476	49.2537	52.4054	49.6627	1404	44.5958
bamA.t01	239.993	260.012	413.073	329.852	342.399	236.748	180.733	95.6212	162.899	2433	251.259
bamB.t01	211.427	212.05	411.409	390.785	358.584	214.624	229.139	84.2591	139.025	1179	250.145
bamC.t01	75.067	77.1721	72.3137	65.8533	60.6595	49.2759	71.3489	62.8705	60.1877	1035	66.0832
bamD.t01	422.105	459.707	729.412	598.046	605.507	314.732	276.563	96.9518	218.623	738	413.516
bamE.t01	131.967	149.973	237.256	336.551	303.387	177.802	159.554	67.1633	102.334	342	185.11
barA.t01	98.1322	108.011	113.352	97.0091	101.294	97.7244	100.36	102.829	95.2321	2757	101.549
basR.t01	97.1612	107.078	134.466	151.822	129.333	122.285	126.546	111.863	135.533	669	124.01
basS.t01	78.505	69.0767	69.6924	95.0007	99.365	79.8826	82.4392	95.4434	100.357	1092	85.5291
bax.t01	233.319	236.353	308.146	398.703	422.707	314.409	402.035	225.716	333.645	825	319.448
bcp.t01	502.55	567.149	1076.82	534.148	523.851	338.318	330.3	138.872	319.03	471	481.226
bcr.t01	82.5858	89.6792	123.418	183.465	174.68	146.001	109.65	78.4081	110.054	1191	121.993
bcsA.t01	111.17	104.731	75.6344	70.9933	73.796	97.8512	102.576	144.982	130.072	2619	101.312
bcsB.t01	116.013	112.779	101.721	88.0248	101.083	100.001	102.448	139.749	139.402	2340	111.247
bcsC.t01	105.874	106.71	84.0536	114.976	114.558	120.9	131.546	140.831	134.273	3474	117.08
bcsE.t01	183.926	176.126	175.68	266.309	288.068	226.515	217.657	183.899	189.627	1572	211.979
bcsF.t01	132.225	153.344	142.433	166.184	179.525	154.449	151.489	130.191	78.825	192	143.185
bcsG.t01	154.946	150.349	129.903	149.255	150.215	143.958	140.45	156.667	160.867	1680	148.512
bcsZ.t01	103.366	109.232	68.098	79.83	77.6841	92.142	99.5704	139.2	120.114	1107	98.8041
bdcA.t01	48.9542	58.2913	46.1127	45.3901	56.8964	63.834	68.9115	103.737	81.0015	714	63.681
bdcR.t01	97.7634	97.8049	88.746	92.5267	127.011	115.969	97.6499	118.698	133.764	594	107.77
bdm.t01	38.6099	49.415	45.8117	463.266	413.6	422.548	64.8059	72.3637	68.8155	216	182.137
bepA.t01	210.185	219.896	319.767	316.536	311.001	179.778	215.736	96.0475	159.773	1464	225.413
betA.t01	77.3216	69.4917	63.2018	58.384	71.0392	75.4739	94.2545	91.2062	96.3934	1671	77.4185
betB.t01	84.0933	90.1153	98.935	129.629	109.361	99.9542	142.831	98.0249	170.447	1473	113.71
