gene	BB09.rpkm	BB10.rpkm	BB17.rpkm	BB19.rpkm	BB20.rpkm	BB21.rpkm	BB11.rpkm	BB12.rpkm	BB18.rpkm	reflen
ndh.t01	2700	2368	997	533	459	665	807	1846	550	1305
ycfJ.t01	517	455	178	290	192	301	380	778	237	540
ycfQ.t01	816	711	413	369	240	377	392	867	279	633
bhsA.t01	116	119	55	75	40	87	129	302	68	258
ldtC.t01	1438	1118	627	316	307	407	582	1446	313	963
mfd.t01	5197	4043	2327	2190	2121	2241	3012	5260	1968	3447
ycfT.t01	687	629	231	213	227	308	484	1332	304	1074
lolC.t01	1154	999	537	319	319	433	554	1642	351	1200
lolD.t01	680	625	174	160	155	192	337	836	192	702
lolE.t01	1107	1092	536	433	421	497	875	1827	363	1245
nagK.t01	802	858	316	307	253	439	392	1250	310	912
cobB.t01	774	651	278	194	235	283	376	833	179	729
ycfZ.t01	536	531	135	128	106	250	316	1172	182	789
ymfA.t01	350	205	78	41	63	127	193	645	134	462
potD.t01	3498	3273	1451	980	1028	969	1782	2118	717	1047
potC.t01	1913	1811	988	570	547	550	966	1399	418	795
potB.t01	1260	1141	583	304	247	413	505	1275	183	828
potA.t01	3510	3213	1971	761	740	977	1036	1873	585	1137
pepT.t01	940	884	332	752	666	950	651	1843	484	1227
roxA.t01	1328	1124	584	575	597	687	686	1701	446	1122
phoQ.t01	1484	1167	516	500	526	580	751	2124	472	1461
phoP.t01	1957	1838	1050	1535	1613	1530	1728	1795	782	672
purB.t01	12299	11658	7606	3104	2854	2145	5764	5172	3383	1371
hflD.t01	3876	3889	2503	1987	1636	1064	1905	1803	1208	642
mnmA.t01	2396	1889	1004	686	768	731	733	1787	664	1107
nudJ.t01	464	334	122	137	143	175	225	634	137	462
rluE.t01	979	918	464	543	440	571	470	1048	382	654
icd.t01	9118	8665	5532	16384	14233	13317	14230	11628	7957	1251
ymfD.t01	496	434	132	163	151	241	748	1563	263	666
ymfE.t01	1387	1889	1664	2229	1931	2114	11320	9527	3698	705
lit.t01	2205	2155	1442	4818	4677	4341	7838	5305	1924	894
intE.t01	776	609	166	242	259	431	6385	4980	2986	1128
xisE.t01	165	123	53	60	34	69	1010	1275	580	246
ymfI.t01	279	241	165	132	124	179	1263	1159	518	342
ymfJ.t01	201	212	52	57	59	67	3588	2455	1726	309
cohE.t01	1701	1715	1149	1516	1145	1366	937	1924	634	675
croE.t01	137	120	36	67	75	127	942	772	447	201
ymfL.t01	453	356	173	112	175	229	903	1376	470	558
ymfM.t01	233	186	59	75	48	86	966	1123	646	339
ymfR.t01	92	75	15	23	32	50	408	643	370	183
ymfQ.t01	390	327	63	60	58	97	589	1221	367	585
stfP.t01	461	390	98	89	83	216	520	1464	294	630
tfaP.t01	219	179	60	37	31	48	175	612	102	414
tfaE.t01	375	261	104	96	65	178	911	1536	458	603
pinE.t01	366	212	99	53	51	164	208	851	118	555
mcrA.t01	518	530	140	103	78	284	426	1561	253	834
iraM.t01	255	275	121	71	71	163	835	1025	261	324
ycgX.t01	584	561	388	128	157	186	286	591	130	405
bluR.t01	1366	1064	500	640	581	594	684	1318	359	732
bluF.t01	778	727	237	240	331	506	504	1350	334	1212
ycgZ.t01	204	167	54	88	94	102	145	366	119	237
ymgA.t01	133	171	33	214	130	176	357	432	146	273
ariR.t01	172	119	16	52	41	80	121	287	49	267
ymgC.t01	127	121	41	37	38	100	92	244	56	249
ycgG.t01	1142	879	294	362	352	681	688	1868	382	1524
ymgF.t01	119	117	38	37	52	84	70	317	51	219
ymgD.t01	193	189	54	51	40	157	141	329	62	330
ymgG.t01	223	238	41	76	64	108	90	346	48	345
ymgI.t01	140	186	66	46	56	57	61	212	31	174
ymgJ.t01	122	102	21	20	21	73	72	215	31	186
minE.t01	284	216	99	57	65	75	105	227	89	267
minD.t01	2801	2179	1281	546	615	603	726	973	379	813
minC.t01	8550	8296	6156	1748	1398	1721	2499	2760	1147	696
ycgJ.t01	317	337	110	126	161	145	94	560	111	369
pliG.t01	598	537	300	357	290	411	407	600	128	402
ycgL.t01	801	758	463	337	355	366	429	489	185	294
ycgM.t01	429	355	187	122	101	208	272	651	123	660
ycgN.t01	322	327	129	69	51	156	140	601	96	462
hlyE.t01	762	579	166	255	184	197	414	1186	184	912
umuD.t01	289	272	73	851	1045	869	716	1016	376	420
umuC.t01	890	704	310	1259	1255	1201	1066	1955	639	1269
dsbB.t01	624	509	319	415	459	349	453	686	213	531
nhaB.t01	1387	1311	428	416	512	694	638	1868	439	1542
fadR.t01	2949	2993	2103	874	956	867	1599	1825	614	720
ycgB.t01	1342	1180	383	4872	3999	5388	5424	4681	1688	1533
dadA.t01	2834	2468	1533	3504	3300	3091	5323	4543	2246	1299
dadX.t01	989	722	321	635	643	682	807	1162	485	1071
cvrA.t01	1399	1326	380	436	416	690	818	2285	591	1737
ldcA.t01	889	779	423	325	295	522	320	1141	328	915
emtA.t01	736	669	303	201	167	248	405	656	149	612
ycgR.t01	548	541	182	156	172	216	259	918	216	735
ymgE.t01	146	126	67	62	39	62	94	314	61	255
ycgY.t01	241	246	77	42	53	121	171	634	66	441
treA.t01	2288	2017	1129	5792	5267	5422	3967	3567	1420	1698
dhaM.t01	13260	10536	7244	460	462	544	812	1904	454	1419
dhaL.t01	2291	1872	1167	154	141	267	245	749	208	633
dhaK.t01	3553	2856	2174	229	238	329	418	1166	376	1071
dhaR.t01	1413	1176	324	459	376	624	669	2304	463	1920
ycgV.t01	2277	1859	610	816	779	1223	1363	3799	868	2868
ychF.t01	10391	12687	8805	4687	4161	4261	3831	3924	1564	1092
pth.t01	4164	4789	3168	1386	1321	1235	1116	1570	743	585
ychH.t01	262	236	180	317	264	312	357	402	160	279
dauA.t01	1472	1175	415	415	404	597	687	1908	356	1680
prs.t01	7054	7316	5107	2453	1892	1811	3173	4023	1449	948
ispE.t01	9683	7330	4515	2576	2080	1635	2690	2408	1374	852
lolB.t01	813	730	390	494	425	477	320	913	249	624
hemA.t01	1473	1438	630	808	617	749	708	1639	531	1257
prfA.t01	1190	1239	529	424	340	449	587	1578	367	1083
prmC.t01	526	438	203	121	113	183	285	1024	244	834
ychQ.t01	407	387	138	190	131	159	135	584	119	393
ychA.t01	1527	1474	756	657	552	621	665	1220	365	810
kdsA.t01	4640	4140	2236	1270	1370	1144	960	1264	516	855
ldrA.t01	0	0	0	0	0	0	0	0	0	108
rdlA.r01	0	0	0	4	0	3	0	1	2	67
ldrB.t01	60	29	7	11	14	21	15	101	18	108
rdlB.r01	3	6	0	0	0	0	7	1	0	66
ldrC.t01	122	97	62	30	17	38	32	229	35	108
rdlC.r01	36	42	7	22	15	22	38	104	20	68
chaA.t01	1903	1600	706	288	292	422	561	1572	316	1101
chaB.t01	160	94	28	54	53	68	84	299	49	231
chaC.t01	444	325	108	123	146	213	197	852	223	696
ychN.t01	322	381	133	145	129	241	293	506	147	354
ychO.t01	1178	1028	351	305	287	460	698	1915	357	1395
narL.t01	670	530	330	469	435	403	396	903	210	651
narX.t01	1379	1070	536	502	465	603	858	2096	507	1797
narK.t01	943	909	213	284	265	461	603	1661	309	1392
narG.t01	2621	1864	564	815	747	1370	1434	4212	877	3744
narH.t01	954	866	342	386	361	526	640	1811	402	1539
narJ.t01	385	352	80	92	112	223	226	733	164	711
narI.t01	458	324	124	98	126	170	222	732	138	678
rttR.r01	194	161	60	39	58	121	109	346	84	171
tpr.t01	2	2	0	1	0	2	2	1	2	90
tyrV.r01	0	0	0	0	0	0	0	0	0	85
tyrT.r01	739	771	481	277	183	239	173	235	145	85
purU.t01	1973	2153	1320	1521	1351	1314	1228	1817	724	843
ychJ.t01	959	766	387	421	398	449	391	598	245	459
rssA.t01	1239	1295	695	1450	1419	1503	851	1787	512	906
rssB.t01	920	672	290	757	890	825	736	1456	435	1014
galU.t01	868	788	339	322	347	458	423	988	199	909
hns.t01	1114	1243	548	374	242	441	475	897	313	414
tdk.t01	717	724	288	136	171	265	353	797	217	618
adhE.t01	45450	40554	25680	17386	16676	13949	8228	7726	5093	2676
ychE.t01	639	587	281	243	164	263	369	958	185	648
oppA.t01	39737	41474	25087	98044	92588	89671	80308	70337	53861	1632
oppB.t01	1538	1323	810	1389	1318	1451	1271	1854	947	921
oppC.t01	2662	2625	1236	3372	3463	3258	2319	2111	1839	909
oppD.t01	4264	3732	2329	5366	5275	3920	3693	2353	2017	1014
oppF.t01	2074	1975	984	2184	2042	1877	1971	2183	1096	1005
yciU.t01	980	823	683	481	516	378	462	493	345	330
clsA.t01	1854	1646	857	752	814	833	909	1929	567	1461
yciY.t01	1562	1829	1574	1357	1171	1014	2750	1372	799	174
kch.t01	1200	988	402	592	572	756	944	1809	435	1254
yciI.t01	290	201	91	73	66	143	118	359	99	297
tonB.t01	1709	1657	1126	264	277	281	749	1063	468	720
yciA.t01	290	264	131	119	49	142	237	441	102	399
yciB.t01	683	659	330	156	196	198	311	762	150	540
yciC.t01	701	697	227	182	199	197	316	935	187	744
ompW.t01	633	566	197	196	245	229	315	840	211	639
yciE.t01	362	361	111	494	491	404	977	844	317	507
yciF.t01	412	329	131	253	305	272	327	763	157	501
yciG.t01	128	104	30	249	198	278	223	448	111	180
trpA.t01	763	653	261	282	283	352	2656	3667	1962	807
trpB.t01	1073	991	442	578	505	646	4482	6153	4380	1194
trpC.t01	1073	927	323	407	327	497	1878	3074	2421	1362
trpD.t01	1135	933	390	595	475	569	6966	7235	8730	1596
trpE.t01	1152	816	320	276	306	498	2089	3794	4503	1563
trpL.t01	0	0	0	0	0	0	0	0	0	45
yciV.t01	1471	1436	680	697	499	701	824	1191	352	882
yciO.t01	603	610	233	180	207	296	242	859	186	621
yciQ.t01	1408	1420	449	374	451	719	828	2439	605	1896
rluB.t01	960	897	429	262	292	413	499	1146	319	876
btuR.t01	618	701	311	185	215	235	333	777	201	591
yciK.t01	1108	914	517	399	406	354	553	1198	315	759
sohB.t01	857	823	278	281	225	452	448	1540	353	1050
yciN.t01	1149	979	451	914	663	611	1003	738	390	252
topA.t01	17112	16234	10003	10637	9978	9951	11273	11667	6005	2598
cysB.t01	1261	1167	521	546	447	655	774	1239	430	975
ymiA.t01	168	159	91	87	64	74	152	213	85	165
yciX.t01	193	161	35	42	54	87	127	192	41	168
acnA.t01	2735	2382	1029	10272	10364	8121	5608	5661	3198	2676
ribA.t01	1279	1438	752	883	1075	928	825	1267	533	591
pgpB.t01	922	867	408	398	443	490	529	1124	286	765
yciS.t01	695	648	331	289	245	349	387	703	284	309
yciM.t01	1170	1183	531	550	673	605	825	1782	473	1170
pyrF.t01	1041	1060	605	315	314	418	353	1193	268	738
yciH.t01	185	206	51	39	45	114	79	330	69	327
osmB.t01	167	214	93	317	275	287	181	356	91	219
yciT.t01	713	578	236	175	157	345	406	1077	308	750
yciZ.t01	1030	1227	671	441	402	345	661	623	308	174
gmr.t01	1701	1654	455	883	919	1152	986	2998	608	1986
ymiB.t01	61	65	0	15	17	36	28	145	18	105
rnb.t01	6013	6050	3914	1820	1780	1662	1965	3090	1190	1935
yciW.t01	1158	1140	436	404	434	580	847	1770	462	1128
fabI.t01	5085	5264	3347	2245	1864	1758	2105	2365	1079	789
ycjD.t01	211	239	44	55	41	153	108	488	74	354
sapF.t01	938	709	312	249	275	428	409	1178	222	807
sapD.t01	1517	1291	658	577	614	724	584	1515	430	993
sapC.t01	734	740	277	254	259	413	419	1285	356	891
sapB.t01	1069	807	383	341	268	393	610	1598	370	966
sapA.t01	2618	2487	1196	1007	1157	1253	1354	2678	810	1644
ymjA.t01	425	422	204	193	157	165	143	393	114	246
puuP.t01	978	969	351	487	400	710	839	2083	682	1386
puuA.t01	1047	890	298	932	872	1084	1998	2895	1917	1419
puuD.t01	610	508	216	644	576	920	1505	2078	796	765
puuR.t01	450	387	179	266	224	353	424	1150	315	558
puuC.t01	1107	842	239	1723	1573	2139	2318	3731	2113	1488
puuB.t01	956	737	155	644	728	924	950	2074	926	1281
puuE.t01	1006	860	298	766	782	1030	1202	2261	715	1266
pspF.t01	946	788	330	194	238	451	471	1579	351	978
pspA.t01	1134	982	682	368	300	397	588	1388	341	669
pspB.t01	193	253	96	60	35	96	89	306	76	225
pspC.t01	321	304	121	114	112	209	123	473	153	360
pspD.t01	135	114	60	62	20	95	100	295	70	222
pspE.t01	537	467	229	248	230	237	520	620	216	315
ycjM.t01	1659	1622	562	277	427	691	898	2824	557	1680
ycjN.t01	1082	780	284	222	245	490	542	2068	414	1293
ycjO.t01	623	514	175	163	161	314	326	1239	253	882
ycjP.t01	677	571	193	140	169	263	320	1136	281	843
ycjQ.t01	857	645	294	225	311	453	439	1788	411	1053
ycjR.t01	572	486	133	173	139	280	402	1274	242	789
ycjS.t01	775	730	289	194	163	495	360	1443	364	1056
ycjT.t01	1874	1688	491	451	408	928	917	3638	685	2268
ycjU.t01	544	448	128	150	104	320	266	1065	187	660
ompG.t01	746	701	209	154	177	374	370	1607	378	906
ycjW.t01	1219	1054	411	205	244	439	546	1888	341	999
ycjX.t01	1165	965	358	419	359	652	793	2202	661	1398
ycjF.t01	842	644	162	314	325	519	589	1872	304	1062
tyrR.t01	2906	2676	1312	1352	1226	1270	1209	2998	914	1542
tpx.t01	2228	1528	1014	785	768	622	808	1217	521	507
ycjG.t01	878	661	139	286	268	494	459	1574	245	966
mpaA.t01	715	576	263	385	377	386	434	1195	335	729
ycjY.t01	966	711	194	357	341	656	357	1893	330	921
pgrR.t01	1071	962	530	515	537	691	678	1710	421	900
mppA.t01	2564	2455	1274	798	663	1168	1561	3554	775	1614
ynaI.t01	1272	1027	475	244	259	545	512	1891	342	1032
insH1.t01	0	0	0	0	0	0	0	0	0	1017
ynaJ.t01	476	353	195	480	540	519	423	694	337	258
uspE.t01	3152	3099	1768	3094	3084	2983	3717	3274	1548	951
fnr.t01	7953	7493	4821	3703	3636	3019	3014	2782	1471	753
ogt.t01	599	430	284	284	241	353	323	844	203	516
abgT.t01	1237	1026	293	306	350	661	737	2645	475	1527
abgB.t01	1248	1007	304	348	393	540	754	2631	508	1446
abgA.t01	922	775	189	196	329	477	626	2091	461	1311
abgR.t01	955	710	332	315	357	587	432	1776	391	909
mcaS.r01	87	67	33	63	44	45	51	145	31	96
smrA.t01	742	742	375	256	296	383	377	1010	263	564
ydaM.t01	1432	1165	474	2780	3104	2836	1521	2829	672	1233
ydaN.t01	1000	786	371	560	529	719	807	1938	464	984
fnrS.r01	60	69	22	10	17	66	51	229	27	122
dbpA.t01	1151	1092	340	322	315	624	608	2668	571	1374
ttcA.t01	1015	884	381	335	207	490	485	1909	468	936
intR.t01	1185	1072	428	334	315	510	797	2544	380	1236
ydaQ.t01	130	128	55	26	46	71	126	369	42	216
rcbA.t01	148	113	22	28	47	78	85	366	72	210
ralR.t01	126	139	31	46	32	73	87	244	68	195
recT.t01	686	523	259	177	169	382	465	1428	250	810
recE.p01	0	0	0	0	0	0	0	0	0	2601
recE.t01	2284	2006	633	545	569	1138	1303	4808	1082	2601
racC.t01	190	167	54	33	77	94	219	441	88	276
ydaE.t01	103	147	23	28	33	72	50	264	60	171
kilR.t01	173	164	87	41	39	85	102	383	67	222
sieB.t01	392	389	99	87	105	196	285	957	212	489
ydaF.t01	94	96	10	13	30	53	32	189	29	156
ydaG.t01	126	87	29	19	30	31	37	181	32	135
racR.t01	1202	1114	600	848	817	821	1239	1718	607	477
ydaS.t01	257	184	48	53	63	144	148	467	141	297
ydaT.t01	407	299	116	146	71	140	262	733	185	423
ydaU.t01	687	706	169	191	171	352	540	1681	351	858
ydaV.t01	640	544	148	134	156	376	391	1144	335	747
rzoR.t01	117	99	41	47	48	103	61	215	74	186
trkG.t01	1344	1292	387	314	347	625	898	2698	516	1458
ynaK.t01	292	185	48	36	70	141	91	389	104	264
stfR.t01	2791	2101	747	786	766	1486	1562	6451	1345	3363
tfaR.t01	86	93	7	21	33	63	35	183	35	576
pinR.t01	284	243	148	308	167	308	234	552	151	591
ynaE.t01	68	76	5	27	21	48	46	204	43	234
uspF.t01	1245	1053	527	1287	1084	985	1368	1289	444	435
ompN.t01	1039	710	230	228	194	616	574	2259	422	1134
micC.r01	78	85	11	27	16	70	38	130	30	109
pfo.t01	5948	5233	2499	5969	5415	5284	5925	9854	3755	3525
ydbJ.t01	271	272	110	222	181	253	265	559	162	267
hslJ.t01	457	468	171	528	309	414	468	880	237	423
ldhA.t01	1131	1092	321	745	707	869	644	1912	379	990
ydbH.t01	2657	2174	960	878	915	1347	1743	5234	1266	2640
ynbE.t01	137	147	40	26	32	75	91	359	58	186
ydbL.t01	259	250	84	69	80	159	177	699	139	327
feaR.t01	840	747	270	356	406	586	1010	2080	462	906
feaB.t01	1182	1070	359	394	377	741	719	2750	654	1500
tynA.t01	2119	1918	588	665	552	1123	1162	4808	990	2274
paaZ.t01	1754	1193	493	407	357	841	935	3720	820	2046
paaA.t01	782	591	262	282	255	519	1871	2261	490	930
paaB.t01	204	179	49	67	111	123	153	458	105	288
paaC.t01	570	620	154	153	153	371	422	1303	297	747
paaD.t01	394	342	77	125	98	171	219	780	165	498
paaE.t01	804	624	187	268	306	502	539	2019	373	1071
paaF.t01	582	481	161	189	213	330	462	1321	323	768
paaG.t01	637	525	142	140	143	342	318	1479	348	789
paaH.t01	1212	921	336	480	258	583	771	2552	520	1428
paaI.t01	285	309	80	78	89	131	141	750	146	423
paaJ.t01	1030	856	326	464	461	867	1586	2707	602	1206
paaK.t01	1125	1007	274	378	324	648	747	2827	546	1314
paaX.t01	752	630	191	273	308	448	502	1900	453	951
paaY.t01	501	410	137	146	231	360	403	1083	280	591
ynbG.t01	21	28	6	5	8	13	39	58	5	66
insD1.t01	0	0	0	0	0	0	0	0	0	906
insC1.t01	0	0	0	0	0	0	0	0	0	366
insI1.t01	0	0	0	0	0	0	0	0	0	1152
ydbC.t01	646	518	175	326	298	407	544	1861	386	861
ydbD.t01	2165	1699	486	465	562	997	1234	5008	943	2307
ynbA.t01	462	502	113	136	112	320	323	1153	229	606
ynbB.t01	841	743	168	198	232	402	470	2029	310	897
ynbC.t01	1521	1150	402	459	406	847	903	3536	759	1758
ynbD.t01	1101	885	256	281	287	660	691	2543	488	1293
azoR.t01	656	632	279	198	208	408	387	1291	297	606
hrpA.t01	4799	3831	2096	1955	1810	2896	3079	8098	2127	3903
ydcF.t01	4018	4172	2676	3143	2639	2940	3301	3833	1634	801
aldA.t01	3975	3555	2480	7526	6624	6672	12020	8410	4142	1440
cybB.t01	714	710	334	223	228	368	431	1038	277	531
rydC.r01	67	76	30	6	5	35	35	98	9	64
ydcA.t01	145	87	42	17	52	56	78	356	21	174
hokB.t01	58	34	10	14	7	42	46	189	22	150
mokB.t01	94	89	51	101	59	90	158	228	82	168
sokB.r01	0	0	0	0	0	0	0	0	0	56
trg.t01	1547	1210	360	427	426	857	1001	3420	743	1641
ydcI.t01	1138	1044	604	1853	1607	1902	3444	3278	1254	924
ydcJ.t01	1165	955	379	1157	882	1292	2117	3215	854	1344
opgD.t01	1944	1942	786	637	567	935	1222	3568	693	1656
ydcH.t01	201	183	75	82	102	242	253	684	149	225
rimL.t01	577	648	258	453	563	649	562	1373	308	540
ydcK.t01	995	788	259	560	401	615	803	2077	544	981
tehA.t01	976	852	348	316	393	737	590	2007	587	993
tehB.t01	477	435	185	145	195	246	395	1124	299	594
ydcL.t01	908	873	353	465	602	695	625	1591	378	669
insQ.t01	1305	988	355	374	365	648	783	2542	570	1149
ydcO.t01	1073	968	472	370	307	601	830	2416	641	1176
ydcN.t01	805	732	239	325	323	335	341	1208	240	537
ydcP.t01	3770	3521	1888	1174	1244	1457	1673	4408	1233	1962
yncJ.t01	227	145	63	47	48	72	121	410	65	231
hicA.t01	236	215	54	104	87	138	120	367	118	177
hicB.t01	431	339	174	97	162	227	357	910	163	417
ydcR.t01	1158	1079	455	367	340	717	832	2925	580	1407
ydcS.t01	1006	869	246	593	525	736	1210	2449	525	1146
ydcT.t01	804	641	221	392	303	520	632	2126	435	1014
ydcU.t01	738	584	226	440	364	683	663	1989	414	942
ydcV.t01	575	518	156	247	282	429	467	1538	382	795
patD.t01	1162	996	292	681	570	952	819	3076	654	1425
yncL.t01	343	316	170	1193	1030	882	1486	972	359	96
ydcX.t01	212	197	96	72	111	147	92	319	74	174
ydcY.t01	898	811	475	656	520	684	839	995	309	234
ydcZ.t01	705	663	358	605	472	705	634	1264	340	450
mnaT.t01	612	533	274	371	334	509	373	1113	226	519
curA.t01	946	788	261	803	1024	1198	905	2303	522	1038
mcbR.t01	646	590	218	1557	1639	1558	979	1571	443	666
yncD.t01	2877	2854	1585	1650	1580	1972	1688	5238	1252	2103
yncE.t01	18582	16490	14624	2041	1757	1829	8849	6063	4242	1062
ansP.t01	1217	929	339	368	356	875	896	3156	694	1500
yncG.t01	485	474	148	209	155	337	514	1443	238	618
yncH.t01	184	191	76	20	53	70	106	395	81	213
ydcD.t01	370	382	130	236	159	265	499	1007	218	483
ydcC.t01	925	761	202	212	232	458	607	2305	362	1137
pptA.t01	403	504	239	650	689	733	1005	1159	445	234
yddH.t01	536	388	124	172	205	354	360	1130	255	570
nhoA.t01	637	533	241	302	272	449	465	1764	391	846
yddE.t01	902	739	274	306	336	555	580	1863	423	894
narV.t01	433	444	115	152	121	347	277	1186	266	681
narW.t01	541	368	130	174	121	275	337	1225	268	696
narY.t01	1212	1097	304	440	326	739	728	3094	583	1545
narZ.t01	3053	2448	809	1319	1484	2326	1983	7098	1754	3741
narU.t01	1232	1023	335	417	382	833	855	2973	656	1389
yddG.t01	714	712	241	242	178	384	550	1712	427	882
fdnG.t01	2556	2120	696	591	612	1338	1659	5966	1467	3048
fdnH.t01	585	551	192	182	174	430	374	1518	441	885
fdnI.t01	489	501	161	128	142	246	402	1319	322	654
yddM.t01	229	231	99	75	74	76	127	647	112	285
adhP.t01	868	625	264	647	631	785	737	2238	574	1011
maeA.t01	3030	2522	1277	1397	1221	1310	1679	4154	1200	1698
sra.t01	495	609	304	11027	10428	12959	8424	7683	3005	138
bdm.t01	136	149	55	599	508	791	167	509	110	216
osmC.t01	648	539	214	1134	1238	1209	1530	1657	610	432
ddpF.t01	677	524	149	319	234	451	515	1893	443	927
ddpD.t01	761	575	198	254	250	333	476	1891	426	987
ddpC.t01	677	518	234	269	269	548	491	1694	413	897
ddpB.t01	744	606	173	325	244	438	628	1857	479	1023
ddpA.t01	1318	1095	401	616	622	959	1308	3269	816	1551
ddpX.t01	423	418	134	355	258	358	490	1194	293	582
dosP.t01	2073	1783	571	645	708	1358	1454	5522	1086	2400
dosC.t01	1239	1162	358	571	728	1032	1087	3400	793	1383
yddW.t01	1145	948	420	319	367	654	672	2695	583	1320
gadC.t01	1242	1306	448	4013	3995	3074	6346	6129	3817	1536
gadB.t01	519	439	135	740	723	765	1489	2116	1008	1401
pqqL.t01	3305	3014	1510	713	704	1524	1940	5796	1336	2796
yddB.t01	2404	2352	851	579	600	1124	1488	5164	971	2373
yddA.t01	1569	1237	643	361	340	742	1226	3824	702	1686
ydeM.t01	1082	919	424	262	284	510	725	2436	461	1158
ydeN.t01	3326	3161	1592	2685	2813	2745	2452	4555	1287	1683
ydeO.t01	608	448	239	174	181	435	615	1597	313	762
safA.t01	90	122	32	31	34	122	132	441	46	198
ydeP.t01	2030	1735	659	843	799	1260	1753	4841	1120	2280
ydeQ.t01	673	558	273	123	159	368	481	1753	336	915
ydeR.t01	421	335	160	60	108	263	335	991	195	504
ydeS.t01	445	372	107	102	144	226	335	1257	195	531
hipA.t01	1323	1207	466	609	553	792	996	2960	651	1323
hipB.t01	1467	1550	836	1322	1220	1369	1782	1666	680	267
lsrK.t01	1381	1271	451	561	478	909	894	3588	753	1593
lsrR.t01	814	670	237	202	263	467	623	2010	389	954
lsrA.t01	1253	1054	258	338	298	715	941	2979	607	1536
lsrC.t01	768	630	225	199	251	396	481	1810	412	1029
lsrD.t01	715	627	284	203	203	430	496	2007	417	993
lsrB.t01	778	654	214	284	296	501	664	2027	444	1023
lsrF.t01	713	582	152	216	227	515	431	1852	342	876
lsrG.t01	163	239	82	59	56	101	186	526	81	291
tam.t01	640	497	210	919	787	832	689	1437	435	759
yneE.t01	869	802	246	370	354	511	595	1949	471	915
uxaB.t01	1248	1129	510	474	399	707	921	2948	587	1452
yneF.t01	732	667	221	214	241	351	570	1972	313	948
yneG.t01	317	268	165	107	146	217	325	771	147	360
glsB.t01	1029	821	389	314	283	566	554	1913	496	927
sad.t01	1152	1006	333	417	405	686	885	2780	786	1389
yneJ.t01	730	526	292	269	246	493	554	1837	413	882
yneK.t01	815	786	335	279	276	497	610	2323	517	1116
ydeA.t01	828	758	268	259	352	586	813	2581	494	1191
marC.t01	375	361	190	153	144	274	488	1042	201	666
marR.t01	399	343	53	187	106	298	198	1031	212	435
marA.t01	468	420	164	266	241	307	405	949	298	384
marB.t01	159	155	73	40	83	125	106	414	83	219
eamA.t01	764	661	274	329	326	596	584	1837	391	900
ydeE.t01	1199	1077	521	715	743	1005	988	2699	697	1188
yneM.t01	94	90	29	21	20	48	93	168	56	96
mgrR.r01	68	72	15	14	10	40	45	99	16	98
dgcZ.t01	888	727	285	208	205	432	582	1960	357	891
ydeI.t01	280	232	54	382	242	480	315	867	221	393
ydeJ.t01	350	416	135	345	430	433	372	1162	249	519
dcp.t01	4670	4622	2833	5331	4390	4330	4993	7080	2773	2046
ydfG.t01	1742	1235	839	1295	1275	1232	1152	2041	779	747
rspR.t01	1071	997	369	479	392	620	513	1582	387	687
ydfZ.t01	140	73	74	45	39	97	89	340	80	204
ydfI.t01	1131	1053	265	270	351	622	935	2784	584	1461
ydfK.t01	273	261	85	91	89	197	301	759	153	234
pinQ.t01	771	638	234	241	321	498	583	1807	363	591
tfaQ.t01	1053	920	266	245	218	553	597	2448	414	576
stfQ.t01	690	584	167	153	200	483	493	1973	334	963
ynfO.t01	218	184	47	53	68	114	125	550	94	234
ydfO.t01	374	319	182	67	104	191	283	921	132	411
gnsB.t01	307	296	170	437	245	356	597	741	221	174
ynfN.t01	66	100	24	25	25	60	108	227	31	156
cspI.t01	203	119	59	15	34	53	122	486	44	213
rzpQ.t01	229	170	36	48	72	167	170	641	88	498
rzoQ.t01	133	93	31	13	28	90	90	341	79	255
rrrQ.t01	337	324	141	96	111	223	242	962	145	534
ydfR.t01	173	185	53	42	33	89	134	470	89	312
essQ.t01	124	149	58	57	24	61	79	459	34	216
cspB.t01	134	119	25	55	33	66	108	383	53	216
cspF.t01	252	201	113	106	94	132	108	435	89	213
quuQ.t01	520	505	147	195	204	316	451	1611	201	753
ydfU.t01	753	576	165	211	162	482	683	1812	403	1050
rem.t01	217	173	43	41	56	129	116	452	118	252
hokD.t01	219	172	110	129	159	126	234	410	111	156
relE.t01	303	296	130	144	148	184	192	604	140	288
relB.t01	223	200	103	97	73	121	140	367	108	240
ydfV.t01	234	225	69	67	59	169	124	629	121	306
flxA.t01	252	214	124	137	182	274	201	617	117	333
dicC.t01	159	126	30	31	56	114	148	455	70	231
dicA.t01	513	540	291	367	234	370	483	987	234	408
ydfA.t01	124	91	61	27	23	55	83	286	25	156
ydfB.t01	100	77	23	25	31	62	77	163	35	129
ydfC.t01	164	156	76	43	54	68	68	479	72	219
dicF.r01	0	0	0	0	0	0	0	0	0	53
dicB.t01	102	89	9	26	15	76	80	357	48	189
ydfD.t01	110	98	34	16	39	36	85	276	49	192
rspB.t01	794	730	252	228	194	508	670	2141	367	1020
rspA.t01	1067	925	270	353	300	578	851	2483	659	1215
ynfA.t01	273	220	89	84	99	140	177	553	137	327
ynfB.t01	1087	1037	629	426	416	464	434	858	319	342
speG.t01	973	873	332	396	382	469	468	1318	243	561
ynfC.t01	1068	976	535	1131	1309	1194	1019	1746	414	711
ynfD.t01	12998	12057	7012	11040	10348	11007	9055	6969	3586	306
